artist,song,duration [min],release year,key_full,tempo [bpm],genre_primary,genre_raw
Chris Brown,Beautiful People,3.764683333333333,2019,F minor,127.898,hip hop,"hip hop, pop, R&B"
Avril Lavigne,What the Hell,3.6784333333333334,2011,F# minor,149.976,pop,pop
Professor Green,Read All About It,3.928916666666667,2011,B minor,100.963,dance/electronic,Dance/Electronic
Chase & Status,Blind Faith,3.894433333333333,2011,A minor,140.042,dance/electronic,Dance/Electronic
Chip,Champion (feat. Chris Brown),3.9548833333333335,2011,F# minor,190.151,hip hop,"hip hop, Dance/Electronic"
Selena Gomez & The Scene,Who Says,3.2602166666666665,2011,E major,101.019,pop,"pop, Dance/Electronic"
Rizzle Kicks,Down With The Trumpets,3.1141833333333335,2011,E minor,115.057,hip hop,hip hop
Lady Gaga,Born This Way,4.33755,2011,B major,123.907,pop,pop
Nicki Minaj,Super Bass,3.33355,2010,B major,126.991,hip hop,"hip hop, pop"
Mac Miller,Donald Trump,2.7651333333333334,2011,C# minor,162.994,hip hop,hip hop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,3.7031,2012,D minor,127.941,hip hop,"hip hop, pop, Dance/Electronic"
David Guetta,Without You (feat. Usher),3.4688833333333333,2012,D major,127.884,hip hop,"hip hop, pop, Dance/Electronic"
Foster The People,Pumped Up Kicks,3.993333333333333,2011,F minor,127.975,rock,"rock, pop"
Drake,Headlines,3.9331,2011,F# minor,151.894,hip hop,"hip hop, pop, R&B"
Jessie J,Price Tag,3.71755,2011,F major,175.015,hip hop,"hip hop, pop"
Jason Aldean,Dirt Road Anthem,3.82355,2010,D major,127.037,country,country
Wiz Khalifa,Roll Up,3.7962166666666666,2011,D# major,125.358,hip hop,"hip hop, pop"
OneRepublic,Good Life,4.2217666666666664,2009,F# major,94.988,pop,pop
Bad Meets Evil,Lighters,5.06355,2011,C major,90.268,hip hop,"hip hop, pop"
Bruno Mars,The Lazy Song,3.1518166666666665,2010,G# minor,174.915,pop,pop
Lupe Fiasco,The Show Goes On,3.99355,2011,G major,143.067,hip hop,"hip hop, pop"
James Morrison,I Won't Let You Go,3.8217166666666667,2011,C major,105.955,pop,"pop, R&B"
Jason Derulo,It Girl,3.203333333333333,2011,C# minor,91.993,hip hop,"hip hop, pop"
Adele,Someone Like You,4.754,2011,A major,135.047,pop,"pop, R&B"
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,4.706666666666667,2011,E minor,106.254,rock,rock
Keri Hilson,Pretty Girl Rock,4.065333333333333,2010,B minor,160.014,pop,"pop, R&B"
P!nk,F**kin' Perfect,3.5568833333333334,2010,G major,91.964,pop,pop
Blake Shelton,Honey Bee,3.512,2011,E major,205.57,country,country
Lady Gaga,The Edge Of Glory,5.342433333333333,2011,A major,127.952,pop,pop
Lady A,Just A Kiss,3.6473333333333335,2011,C# major,142.881,pop,"pop, country"
Hot Chelle Rae,Tonight Tonight,3.3411,2011,E major,99.978,hip hop,"hip hop, pop, rock"
Grouplove,Tongue Tied,3.63355,2011,D# major,112.96,pop,"pop, rock, Folk/Acoustic"
Coldplay,Every Teardrop Is a Waterfall,4.0132666666666665,2011,A major,117.98,rock,"rock, pop"
Beyoncé,Best Thing I Never Had,4.2291,2011,F# major,99.099,pop,"pop, R&B"
P!nk,Raise Your Glass,3.3826666666666667,2010,G major,122.019,pop,pop
Christina Perri,Jar of Hearts,4.109783333333334,2011,D# major,74.541,pop,pop
Bruno Mars,Marry You,3.836533333333333,2010,A# major,144.905,pop,pop
The Band Perry,If I Die Young,3.7128833333333335,2010,E major,130.739,country,country
Lil Wayne,How To Love,4.0051,2011,B major,153.992,hip hop,"hip hop, pop"
Charlene Soraia,Wherever You Will Go,3.29295,2011,A major,111.202,pop,pop
Christina Perri,A Thousand Years,4.752,2011,A# major,139.028,pop,pop
Rihanna,We Found Love,3.5871,2011,C# major,127.985,hip hop,"hip hop, pop, R&B"
Carly Rae Jepsen,Call Me Maybe,3.223333333333333,2012,G major,120.021,pop,"pop, Dance/Electronic"
fun.,We Are Young (feat. Janelle Monáe),4.1771,2012,A# major,184.086,rock,"rock, pop"
Sean Paul,She Doesn't Mind,3.7964333333333333,2012,G minor,120.015,hip hop,"hip hop, pop"
Pitbull,International Love (feat. Chris Brown),3.788,2011,C minor,120.05,hip hop,"hip hop, pop, latin"
DEV,In The Dark,3.7704333333333335,2012,G# major,124.954,pop,"pop, Dance/Electronic"
Adele,Skyfall,4.774666666666667,2012,C minor,75.881,pop,"pop, R&B"
David Guetta,Turn Me On (feat. Nicki Minaj),3.328,2012,G# major,127.96,hip hop,"hip hop, pop, Dance/Electronic"
Rihanna,Where Have You Been,4.044666666666667,2011,C minor,127.963,hip hop,"hip hop, pop, R&B"
JAY-Z,Ni**as In Paris,3.65555,2011,C# major,140.022,hip hop,hip hop
Maroon 5,One More Night,3.6591,2012,F minor,92.997,pop,pop
Skrillex,Bangarang (feat. Sirah),3.58755,2011,G major,110.026,hip hop,"hip hop, pop, Dance/Electronic"
The Wanted,Chasing The Sun,3.3133333333333335,2012,G minor,128.108,pop,"pop, Dance/Electronic"
Flo Rida,Whistle,3.7442166666666665,2012,C major,103.976,hip hop,"hip hop, pop"
will.i.am,This Is Love,4.650433333333333,2013,C minor,128.954,hip hop,"hip hop, pop"
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],3.7083333333333335,2012,G major,129.973,hip hop,"hip hop, pop, Dance/Electronic"
Nicki Minaj,Pound The Alarm,3.4273333333333333,2012,A major,125.055,hip hop,"hip hop, pop"
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,5.2297666666666665,2012,C# major,74.132,hip hop,hip hop
MARINA,Primadonna,3.6845833333333333,2012,E minor,127.98,pop,"pop, Dance/Electronic"
Kanye West,Mercy,5.488666666666667,2012,F# minor,139.993,hip hop,hip hop
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,3.038883333333333,2012,E minor,175.017,pop,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,3.324666666666667,2011,G major,130.021,hip hop,"hip hop, pop, Dance/Electronic"
PSY,Gangnam Style (강남스타일),3.6582166666666667,2012,B minor,132.067,pop,pop
Kesha,Die Young,3.532,2012,C# minor,128.001,pop,"pop, Dance/Electronic"
Usher,Scream,3.91155,2012,G minor,127.992,hip hop,"hip hop, pop, R&B"
Olly Murs,Troublemaker (feat. Flo Rida),3.0931,2012,C minor,106.008,pop,"pop, Dance/Electronic"
Linkin Park,BURN IT DOWN,3.83755,2012,A minor,110.006,rock,"rock, metal"
Bruno Mars,Locked out of Heaven,3.8913,2012,F major,143.994,pop,pop
Avicii,Levels - Radio Edit,3.3317666666666668,2011,C# minor,126.04,pop,"pop, Dance/Electronic"
Flo Rida,Good Feeling,4.13555,2012,C# minor,128.011,hip hop,"hip hop, pop"
Rihanna,Diamonds,3.7524333333333333,2012,B minor,91.972,hip hop,"hip hop, pop, R&B"
Wiz Khalifa,"Work Hard, Play Hard",3.6504333333333334,2012,B major,140.008,hip hop,"hip hop, pop"
Katy Perry,Part Of Me,3.6026666666666665,2012,F major,130.028,pop,pop
Nicki Minaj,Starships,3.5104333333333333,2012,B minor,125.008,hip hop,"hip hop, pop"
Kendrick Lamar,m.A.A.d city,5.835333333333334,2012,D major,91.048,hip hop,hip hop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],3.5393333333333334,2012,D# minor,119.012,pop,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,3.6365,2011,B minor,126.092,rock,"rock, pop, Dance/Electronic"
Azealia Banks,212,3.4159333333333333,2014,B minor,126.017,hip hop,"hip hop, pop, R&B"
Maroon 5,Payphone,3.852883333333333,2012,E major,110.015,pop,pop
James Arthur,Impossible,3.490666666666667,2013,C minor,169.533,pop,pop
Michel Teló,Ai Se Eu Te Pego - Live,2.7811,2012,B major,96.055,country,"country, latin"
Otto Knows,Million Voices - Radio Edit,3.2144333333333335,2012,G# major,125.946,pop,"pop, Dance/Electronic"
Icona Pop,I Love It,2.6128833333333334,2012,C# major,125.953,pop,"pop, Dance/Electronic"
Tyga,Rack City,3.3866666666666667,2012,C# major,98.986,hip hop,"hip hop, pop"
Calvin Harris,Feel So Close - Radio Edit,3.4402166666666667,2012,G major,127.937,hip hop,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,Dance Again,3.9544333333333332,2012,B minor,127.974,hip hop,"hip hop, pop, R&B"
Grimes,Oblivion,4.187766666666667,2012,D major,155.974,pop,"pop, rock, Dance/Electronic"
Adele,Rumour Has It,3.7211,2011,C major,120.052,pop,"pop, R&B"
Coldplay,Paradise,4.645316666666667,2011,F major,139.631,rock,"rock, pop"
Chris Brown,Turn Up the Music,3.79955,2012,C# major,129.925,hip hop,"hip hop, pop, R&B"
Frank Ocean,Lost,3.90155,2012,G# major,123.061,hip hop,"hip hop, pop, R&B"
Calvin Harris,Let's Go (feat. Ne-Yo),3.88,2012,E minor,128.016,hip hop,"hip hop, pop, Dance/Electronic"
The Script,Hall of Fame (feat. will.i.am),3.37555,2012,A# major,84.786,pop,"pop, rock"
Swedish House Mafia,Don't You Worry Child - Radio Edit,3.5477,2012,B minor,129.042,pop,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,3.69155,2012,B minor,140.05,pop,"pop, Dance/Electronic"
Justin Bieber,Boyfriend,2.85555,2012,A# minor,96.979,pop,pop
David Guetta,Titanium (feat. Sia),4.084,2012,C minor,126.062,hip hop,"hip hop, pop, Dance/Electronic"
Jessie J,Domino,3.864,2011,G major,126.986,hip hop,"hip hop, pop"
Taylor Swift,I Knew You Were Trouble.,3.662,2012,D# minor,77.019,pop,pop
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),3.2855166666666666,2012,C# minor,127.839,hip hop,"hip hop, pop"
P!nk,Try,4.131766666666667,2012,D major,103.998,pop,pop
Robbie Williams,Candy,3.3508833333333334,2012,A# major,116.043,pop,"pop, rock"
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",3.45555,2011,C major,95.078,hip hop,"hip hop, pop"
Justin Bieber,As Long As You Love Me,3.8244333333333334,2012,C minor,139.691,pop,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),3.8004333333333333,2012,B minor,72.022,hip hop,"hip hop, pop, Dance/Electronic"
Alex Clare,Too Close,4.276883333333333,2011,B minor,126.027,rock,rock
Tyga,Faded,3.4444333333333335,2012,C# major,95.073,hip hop,"hip hop, pop"
Alesso,Years - ラジオ・エディット,3.258,2012,D major,128.008,pop,"pop, Dance/Electronic"
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),4.168,2012,F minor,83.993,pop,pop
Katy Perry,The One That Got Away,3.788883333333333,2012,C# minor,133.962,pop,pop
Avicii,Silhouettes - Original Radio Edit,3.5313333333333334,2012,F minor,128.074,pop,"pop, Dance/Electronic"
Gotye,Somebody That I Used To Know,4.0814,2011,C major,129.054,others,set()
Flo Rida,Wild Ones (feat. Sia),3.882433333333333,2012,F minor,127.075,hip hop,"hip hop, pop"
One Direction,What Makes You Beautiful,3.3331,2012,E major,124.99,pop,pop
Lana Del Rey,Born To Die,4.770883333333333,2012,E minor,75.223,pop,pop
Kesha,C'Mon,3.572216666666667,2012,C# minor,126.025,pop,"pop, Dance/Electronic"
Owl City,Good Time,3.4322166666666667,2012,D# major,126.05,rock,"rock, pop"
Calvin Harris,We'll Be Coming Back (feat. Example),3.906,2012,G major,127.945,hip hop,"hip hop, pop, Dance/Electronic"
Emeli Sandé,"Read All About It, Pt. III",4.728433333333333,2012,D major,98.082,pop,"pop, R&B"
Ellie Goulding,Lights - Single Version,3.5142166666666665,2010,G# minor,120.008,pop,"pop, rock, Dance/Electronic"
Train,Drive By,3.2662166666666668,2012,C# minor,122.028,pop,pop
Disclosure,Latch,4.260516666666667,2013,C# major,121.985,pop,"pop, Dance/Electronic"
Coldplay,Princess of China,3.9869166666666667,2011,A minor,85.014,rock,"rock, pop"
One Direction,Live While We're Young,3.3364333333333334,2012,D major,126.015,pop,pop
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),3.70355,2011,A# major,130.034,hip hop,"hip hop, pop"
Carrie Underwood,Blown Away,4.0022166666666665,2012,A minor,136.991,pop,"pop, country"
alt-J,Breezeblocks,3.784666666666667,2012,F major,150.071,rock,rock
Chris Brown,Don't Wake Me Up,3.7051,2012,G minor,127.967,hip hop,"hip hop, pop, R&B"
Kelly Clarkson,Stronger (What Doesn't Kill You),3.6991,2011,C major,116.044,pop,"pop, R&B"
Drake,The Motto,3.0262166666666666,2011,C# major,201.8,hip hop,"hip hop, pop, R&B"
Katy Perry,Wide Awake,3.6824333333333334,2012,F major,159.814,pop,pop
Rita Ora,How We Do (Party),4.1171,2012,G major,116.024,hip hop,"hip hop, pop, Dance/Electronic"
Rudimental,Feel the Love (feat. John Newman),4.086433333333333,2013,C# major,179.911,pop,"pop, Dance/Electronic"
Lana Del Rey,Ride,4.818,2012,C major,93.763,pop,pop
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4.193766666666667,2012,F major,124.91,pop,"pop, R&B"
Demi Lovato,Give Your Heart a Break,3.422433333333333,2011,F# major,123.008,pop,pop
Drake,Take Care,4.6231,2011,C minor,121.845,hip hop,"hip hop, pop, R&B"
Little Mix,Wings,3.6622166666666667,2012,G major,114.962,pop,pop
Bruno Mars,It Will Rain,4.295333333333334,2011,D major,150.017,pop,pop
Cher Lloyd,Want U Back,3.566883333333333,2011,A major,97.954,pop,"pop, Dance/Electronic"
Lorde,Royals,3.16975,2013,G major,84.878,pop,"pop, Dance/Electronic"
Robin Thicke,Blurred Lines,4.384216666666667,2013,G major,120.0,pop,"pop, R&B"
Imagine Dragons,Radioactive,3.11355,2012,A major,136.245,rock,rock
Avicii,Wake Me Up,4.123766666666667,2013,D major,124.08,pop,"pop, Dance/Electronic"
Bruno Mars,Locked out of Heaven,3.8913,2012,F major,143.994,pop,pop
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),3.9268833333333335,2012,F# minor,94.992,hip hop,"hip hop, pop"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,4.140216666666666,2013,F# minor,116.047,hip hop,"hip hop, Dance/Electronic"
will.i.am,Scream & Shout,4.723333333333334,2013,F major,130.033,hip hop,"hip hop, pop"
Stromae,Papaoutai,3.8691,2013,A# minor,116.019,pop,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,2.782216666666667,2013,G major,127.99,pop,"pop, Dance/Electronic"
Naughty Boy,La La La,3.67965,2013,F# minor,124.988,dance/electronic,Dance/Electronic
Tom Odell,Another Love,4.072666666666667,2013,E minor,122.769,pop,pop
2 Chainz,We Own It (Fast & Furious),3.7984333333333336,2013,C# minor,171.999,hip hop,"hip hop, pop"
David Guetta,Play Hard (feat. Ne-Yo & Akon),3.35,2012,G# minor,130.072,hip hop,"hip hop, pop, Dance/Electronic"
Pitbull,Feel This Moment (feat. Christina Aguilera),3.8251,2012,G major,135.956,hip hop,"hip hop, pop, latin"
will.i.am,#thatPOWER,4.658433333333333,2013,F# minor,127.999,hip hop,"hip hop, pop"
Lil Wayne,Love Me,4.250883333333333,2013,B major,124.906,hip hop,"hip hop, pop"
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),4.3057,2012,D major,146.078,hip hop,"hip hop, pop"
Martin Garrix,Animals - Radio Edit,2.9352833333333335,2013,C# major,128.015,pop,"pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),2.9614166666666666,2013,F# major,100.315,hip hop,"hip hop, pop"
John Newman,Love Me Again,3.9982333333333333,2013,D minor,126.03,others,set()
Britney Spears,Work B**ch,4.130883333333333,2013,A major,128.012,pop,pop
The Neighbourhood,Sweater Weather,4.006666666666667,2013,A# major,124.053,rock,"rock, pop"
Sebastian Ingrosso,Reload - Radio Edit,3.687866666666667,2013,A minor,128.045,pop,"pop, Dance/Electronic"
Capital Cities,Safe And Sound,3.21155,2013,C major,117.952,pop,pop
Demi Lovato,Heart Attack,3.514,2013,G# major,173.968,pop,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,2.6853833333333332,2013,D major,92.004,rock,rock
Justin Bieber,Beauty And A Beat,3.7997666666666667,2012,C major,128.003,pop,pop
Eminem,The Monster,4.1698,2013,C# minor,110.049,hip hop,hip hop
Pitbull,Don't Stop the Party (feat. TJR),3.4353333333333333,2012,E major,127.008,hip hop,"hip hop, pop, latin"
Selena Gomez,Come & Get It,3.866433333333333,2013,G minor,79.979,pop,pop
P!nk,True Love (feat. Lily Allen),3.84555,2012,A major,192.205,pop,pop
Disclosure,White Noise,4.628116666666667,2013,A# minor,119.978,pop,"pop, Dance/Electronic"
Flo Rida,I Cry,3.73,2012,E minor,126.035,hip hop,"hip hop, pop"
Kanye West,Black Skinhead,3.13355,2013,C# major,130.089,hip hop,hip hop
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,3.5818666666666665,2013,C# minor,126.052,pop,pop
Eminem,Berzerk,3.9791,2013,B minor,95.084,hip hop,hip hop
Icona Pop,I Love It (feat. Charli XCX),2.6192,2013,G# major,125.916,pop,"pop, Dance/Electronic"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),3.113766666666667,2013,A minor,151.99,rock,rock
Lorde,Team,3.217633333333333,2013,F# major,100.05,pop,"pop, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,3.4719333333333333,2012,F# minor,127.946,pop,"pop, Dance/Electronic"
Imagine Dragons,Demons,2.9584333333333332,2012,D# major,89.938,rock,rock
One Direction,One Way or Another (Teenage Kicks),2.62155,2013,E minor,162.131,pop,pop
Taylor Swift,I Knew You Were Trouble.,3.662,2012,D# minor,77.019,pop,pop
Arctic Monkeys,Do I Wanna Know?,4.5399,2013,F major,85.03,rock,rock
Rudimental,Waiting All Night (feat. Ella Eyre),4.876433333333333,2013,F# minor,174.983,pop,"pop, Dance/Electronic"
Klangkarussell,Sonnentanz - Sun Don't Shine,3.9686666666666666,2014,F minor,119.74,pop,"pop, Dance/Electronic"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),4.005766666666666,2012,A minor,128.062,hip hop,"hip hop, pop, Dance/Electronic"
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",3.8964333333333334,2013,C# major,95.967,hip hop,hip hop
P!nk,Try,4.131766666666667,2012,D major,103.998,pop,pop
Ylvis,The Fox (What Does the Fox Say?),3.5618,2013,F# major,128.008,hip hop,hip hop
Ellie Goulding,Burn,3.8535166666666667,2014,C# major,87.016,pop,"pop, rock, Dance/Electronic"
Baauer,Harlem Shake,3.2777333333333334,2013,C major,137.825,dance/electronic,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),3.9084333333333334,2012,G# major,124.989,hip hop,"hip hop, pop, Dance/Electronic"
Katy Perry,This Is How We Do,3.40475,2013,A minor,96.0,pop,pop
AWOLNATION,Sail,4.318366666666667,2011,C# major,119.038,pop,"pop, rock"
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,2.9142166666666665,2013,C minor,124.047,pop,"pop, Dance/Electronic"
Jason Derulo,The Other Side,3.7831,2013,A major,127.923,hip hop,"hip hop, pop"
Storm Queen,Look Right Through - MK Vocal Edit,2.506666666666667,2014,C minor,119.995,dance/electronic,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),3.542666666666667,2012,G# minor,127.934,hip hop,"hip hop, pop, Dance/Electronic"
Katy Perry,Unconditionally,3.8146333333333335,2013,G major,129.003,pop,pop
Wale,Bad (feat. Rihanna) - Remix,3.9804333333333335,2013,F# minor,114.038,hip hop,"hip hop, pop, R&B"
Ciara,Body Party,3.9006666666666665,2013,D major,133.973,pop,"pop, R&B"
Drake,Started From the Bottom,2.902,2013,G# major,86.307,hip hop,"hip hop, pop, R&B"
Birdy,Wings,4.201766666666667,2013,G major,83.235,pop,pop
Bastille,Of The Night,3.5700833333333333,2013,F minor,125.01,pop,"pop, rock"
Olly Murs,Dear Darlin',3.43955,2012,B minor,124.021,pop,"pop, Dance/Electronic"
Katy Perry,Roar,3.7257666666666664,2013,G minor,179.984,pop,pop
Blake Shelton,Sure Be Cool If You Did,3.5953333333333335,2013,B major,136.802,country,country
Calvin Harris,Thinking About You (feat. Ayah Marar),4.132216666666666,2012,C minor,127.985,hip hop,"hip hop, pop, Dance/Electronic"
JAY-Z,Holy Grail,5.640216666666666,2013,D minor,145.082,hip hop,hip hop
Bridgit Mendler,Ready or Not,3.3491,2012,D major,93.043,pop,pop
The Saturdays,What About Us,3.6780333333333335,2013,G major,123.973,pop,"pop, Dance/Electronic"
Bastille,Pompeii,3.5691166666666665,2013,A major,127.435,pop,"pop, rock"
One Direction,Best Song Ever,3.3351,2013,C# major,118.491,pop,pop
Nelly,Hey Porsche,3.4911,2013,A major,115.995,hip hop,"hip hop, pop, R&B"
Zedd,Clarity,4.523766666666667,2012,G# major,128.006,hip hop,"hip hop, pop, Dance/Electronic"
Miley Cyrus,Wrecking Ball,3.6893333333333334,2013,F major,119.964,pop,pop
Chris Brown,Fine China,3.5611,2013,A# minor,104.038,hip hop,"hip hop, pop, R&B"
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),5.898216666666666,2013,A# minor,100.163,hip hop,"hip hop, Dance/Electronic"
Armin van Buuren,This Is What It Feels Like,3.406,2013,G# major,129.885,pop,"pop, Dance/Electronic"
Justin Timberlake,Mirrors,8.0691,2013,F minor,76.899,pop,pop
Bruno Mars,Treasure,2.976,2012,F minor,116.017,pop,pop
Of Monsters and Men,Little Talks,4.443333333333333,2012,C# major,102.961,pop,"pop, rock, Folk/Acoustic"
Miley Cyrus,We Can't Stop,3.854,2013,C# minor,80.003,pop,pop
J. Cole,Power Trip (feat. Miguel),4.019333333333333,2013,C# major,99.991,hip hop,hip hop
Paramore,Still into You,3.600216666666667,2013,F major,136.01,pop,"pop, rock"
Christina Perri,human,4.178433333333333,2013,G# major,143.808,pop,pop
Drake,"Hold On, We're Going Home",3.798,2013,F# minor,99.993,hip hop,"hip hop, pop, R&B"
James Blunt,Bonfire Heart,3.966666666666667,2013,C major,118.021,pop,pop
Maroon 5,Daylight,3.7511,2012,G major,120.001,pop,pop
Childish Gambino,3005,3.9277,2013,F# minor,82.92,hip hop,hip hop
Avril Lavigne,Here's to Never Growing Up,3.568,2013,C major,164.986,pop,pop
Taylor Swift,22,3.8686666666666665,2012,G major,103.987,pop,pop
Passenger,Let Her Go,4.214433333333333,2012,G major,75.089,pop,pop
Ariana Grande,The Way,3.7837666666666667,2013,F minor,82.324,pop,pop
Rihanna,Stay,4.0117666666666665,2012,A minor,111.893,hip hop,"hip hop, pop, R&B"
Justin Timberlake,Suit & Tie (feat. Jay-Z),5.438,2013,B minor,101.985,pop,pop
Bruno Mars,When I Was Your Man,3.5637666666666665,2012,C major,72.795,pop,pop
Florida Georgia Line,Cruise,3.482666666666667,2012,A# major,148.0,country,country
Pharrell Williams,"Happy - From ""Despicable Me 2""",3.8786666666666667,2014,F minor,160.019,hip hop,"hip hop, pop"
Katy Perry,Dark Horse,3.594533333333333,2013,F# major,131.934,pop,pop
ScHoolboy Q,Collard Greens,4.999333333333333,2014,B major,153.972,hip hop,"hip hop, pop"
Iggy Azalea,Fancy,3.3323,2014,A# minor,94.981,hip hop,"hip hop, pop"
Maroon 5,Animals,3.850216666666667,2014,E minor,189.868,pop,pop
Sam Smith,Stay With Me,2.8787166666666666,2014,C major,84.094,pop,pop
MAGIC!,Rude,3.747333333333333,2014,C# major,144.033,others,set()
Sia,Chandelier,3.602,2014,C# major,117.089,pop,pop
John Legend,All of Me,4.492666666666667,2013,G# major,119.93,pop,"pop, R&B"
ZHU,Faded,3.7231,2014,A minor,124.96,dance/electronic,Dance/Electronic
Meghan Trainor,All About That Bass,3.132,2015,A major,134.052,pop,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),3.392,2014,F# minor,124.915,hip hop,"hip hop, pop, Dance/Electronic"
Iggy Azalea,Black Widow,3.4903833333333334,2014,B major,163.99,hip hop,"hip hop, pop"
Tove Lo,Habits (Stay High),3.486,2014,F major,110.003,pop,"pop, Dance/Electronic"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,2.7573333333333334,2014,C major,124.959,pop,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,4.1211,2014,F minor,196.093,hip hop,"hip hop, pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),2.9614166666666666,2013,F# major,100.315,hip hop,"hip hop, pop"
Maroon 5,Maps,3.164,2014,C# minor,120.003,pop,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,2.84375,2014,F minor,127.966,hip hop,"hip hop, pop, Dance/Electronic"
Tinashe,2 On (feat. ScHoolboy Q),3.783333333333333,2014,A major,101.013,hip hop,"hip hop, pop, R&B, Dance/Electronic"
Route 94,My Love (feat. Jess Glynne),4.332233333333333,2014,G# major,119.976,pop,"pop, Dance/Electronic"
Taylor Swift,Bad Blood,3.532216666666667,2014,G major,170.216,pop,pop
Trey Songz,Na Na,3.8651,2015,A minor,96.975,hip hop,"hip hop, pop, R&B"
Calvin Harris,Under Control (feat. Hurts),3.0713333333333335,2014,G# major,126.094,hip hop,"hip hop, pop, Dance/Electronic"
O.T. Genasis,CoCo,3.9928833333333333,2014,G# major,119.906,hip hop,"hip hop, pop"
Jason Derulo,Wiggle (feat. Snoop Dogg),3.2215833333333332,2013,A minor,81.946,hip hop,"hip hop, pop"
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,3.15665,2014,A minor,123.002,pop,"pop, rock"
Jeremih,Don't Tell 'Em,4.447333333333333,2015,D major,98.052,hip hop,"hip hop, pop, R&B"
Nicki Minaj,Anaconda,4.3373333333333335,2014,A major,129.994,hip hop,"hip hop, pop"
Calvin Harris,Blame (feat. John Newman),3.5493333333333332,2014,C minor,128.024,hip hop,"hip hop, pop, Dance/Electronic"
DJ Snake,Turn Down for What,3.5622166666666666,2013,C# minor,100.014,hip hop,"hip hop, pop, Dance/Electronic"
Pitbull,Timber (feat. Ke$ha),3.4026666666666667,2012,B major,129.992,hip hop,"hip hop, pop, latin"
OneRepublic,Counting Stars,4.289766666666667,2014,C# minor,122.014,pop,pop
Bobby Shmurda,Hot N*gga,3.2426833333333334,2014,A major,167.879,hip hop,"hip hop, pop"
Calvin Harris,Summer,3.7417666666666665,2014,E minor,127.962,hip hop,"hip hop, pop, Dance/Electronic"
ScHoolboy Q,Man Of The Year,3.600216666666667,2014,D# major,111.959,hip hop,"hip hop, pop"
Nico & Vinz,Am I Wrong,4.097766666666667,2014,G# major,119.968,hip hop,"hip hop, pop"
Becky G,Shower,3.4361,2014,D major,119.987,pop,"pop, latin"
Sigma,Nobody To Love - Radio Edit,3.162,2014,G# major,175.001,pop,"pop, Dance/Electronic"
The Chainsmokers,#SELFIE - Original Mix,3.0625,2014,C major,127.955,pop,"pop, Dance/Electronic"
Lorde,Team,3.217633333333333,2013,F# major,99.961,pop,"pop, Dance/Electronic"
Rixton,Me And My Broken Heart,3.2288833333333335,2014,F minor,174.084,pop,pop
Klingande,Jubel - Radio Edit,3.3604333333333334,2013,C major,124.938,pop,"pop, Dance/Electronic"
Mr. Probz,Waves - Robin Schulz Radio Edit,3.4688833333333333,2014,F minor,119.993,hip hop,"hip hop, Dance/Electronic"
Paloma Faith,Only Love Can Hurt Like This,3.88155,2014,G# major,90.99,pop,"pop, R&B, Dance/Electronic"
Kiesza,Hideaway,4.199766666666667,2014,G minor,122.993,pop,"pop, Dance/Electronic"
