artist,song,duration [min],release year,key,tempo [bpm],genre
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,3.6224333333333334,2014,G#,127.961,hip hop
Sia,Elastic Heart,4.286666666666667,2014,A,130.075,pop
One Direction,Story of My Life,4.09155,2013,D#,121.07,pop
Alex & Sierra,Little Do You Know,3.0866666666666664,2014,C,145.879,pop
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),3.7763333333333335,2014,A#,97.448,hip hop
Echosmith,Cool Kids,3.9604333333333335,2013,G#,130.027,pop
Natalie La Rose,Somebody,3.1651,2014,C,104.99,Others
Vance Joy,Riptide,3.4046666666666665,2014,C#,101.654,rock
Beyoncé,Drunk in Love (feat. Jay-Z),5.391333333333334,2014,F,140.03,pop
Maroon 5,Sugar,3.9248833333333333,2014,C#,120.042,pop
Ella Henderson,Ghost,3.55355,2014,A,104.975,pop
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",5.014,2013,A#,152.037,pop
Chris Brown,New Flame (feat. Usher & Rick Ross),4.070433333333333,2014,C#,141.967,hip hop
Sheppard,Geronimo,3.6371166666666666,2014,G,142.016,pop
Olly Murs,Wrapped Up (feat. Travie McCoy),3.094,2014,C#,121.989,pop
Sam Smith,Money On My Mind,3.2111666666666667,2014,D,133.912,pop
Jason Derulo,Trumpets,3.621766666666667,2013,C,81.897,hip hop
Nicki Minaj,Bed Of Lies,4.4991,2014,B,86.01,hip hop
Nick Jonas,Jealous - Remix,3.70355,2014,B,93.047,pop
Mark Ronson,Uptown Funk (feat. Bruno Mars),4.494433333333333,2015,C,114.988,pop
Ed Sheeran,Thinking out Loud,4.692666666666667,2014,D,78.998,pop
Wiz Khalifa,See You Again (feat. Charlie Puth),3.8254166666666665,2015,A#,80.025,hip hop
Justin Bieber,What Do You Mean?,3.428,2015,F,125.02,pop
Major Lazer,Lean On (feat. MØ & DJ Snake),2.9426833333333335,2015,G,98.007,hip hop
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",4.203766666666667,2014,D,119.844,pop
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",4.2089,2015,G#,189.857,pop
Calvin Harris,Outside (feat. Ellie Goulding),3.7877666666666667,2014,D,128.035,hip hop
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",3.2093333333333334,2014,A,85.979,hip hop
Demi Lovato,Cool for the Summer,3.5791,2015,F,114.101,pop
Taylor Swift,Blank Space,3.863766666666667,2014,F,95.997,pop
The Weeknd,The Hills,4.03755,2015,C,113.003,pop
The Neighbourhood,Daddy Issues,4.336216666666667,2015,A#,85.012,rock
Deorro,Five More Hours,3.5329166666666665,2015,F,127.961,pop
Avicii,The Nights,2.9443,2014,F#,125.983,pop
DJ Snake,You Know You Like It,4.1211,2014,F,196.093,hip hop
Adam Lambert,Ghost Town,3.472166666666667,2015,E,119.955,pop
Rae Sremmurd,No Type,3.3346666666666667,2015,F#,125.01,hip hop
Taylor Swift,Bad Blood,3.3351,2015,B,170.16,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),3.16975,2015,F,145.889,hip hop
Robin Schulz,Sugar (feat. Francesco Yates),3.650716666666667,2015,F,123.063,pop
Calvin Harris,How Deep Is Your Love,3.544,2015,B,122.003,hip hop
Philip George,Wish You Were Mine - Radio Edit,2.9593333333333334,2014,G,123.002,pop
Trey Songz,Na Na,3.8651,2015,A,96.975,hip hop
Fall Out Boy,Centuries,3.806,2015,E,176.042,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2.9530666666666665,2016,F#,108.034,hip hop
Lost Frequencies,Are You With Me - Radio Edit,2.314033333333333,2014,F,121.03,pop
Twenty One Pilots,Stressed Out,3.3722166666666666,2015,E,169.977,rock
Fifth Harmony,Worth It (feat. Kid Ink),3.7428833333333333,2015,G#,99.987,pop
KALEO,Way down We Go,3.6593333333333335,2015,A#,81.663,rock
Sam Smith,Like I Can,2.7844166666666665,2014,G,99.933,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2.7689666666666666,2015,A,107.985,hip hop
Martin Solveig,Intoxicated - New Radio Mix,2.66155,2015,C,125.004,pop
Avicii,Waiting For Love,3.84355,2015,F#,127.999,pop
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3.1024333333333334,2018,D,117.971,hip hop
Taylor Swift,Wildest Dreams,3.674,2014,G#,140.06,pop
The Weeknd,In The Night,3.92755,2015,G,167.939,pop
Pitbull,Time of Our Lives,3.8226666666666667,2014,C#,124.022,hip hop
Galantis,Runaway (U & I),3.78455,2015,C#,126.008,pop
Rihanna,Bitch Better Have My Money,3.6550833333333332,2015,C#,102.99,hip hop
Zara Larsson,Lush Life,3.370216666666667,2015,G,98.024,pop
One Direction,Drag Me Down,3.202,2015,C,138.113,pop
Travis Scott,Antidote,4.378216666666667,2015,C#,131.05,hip hop
Years & Years,King,3.5893333333333333,2015,E,119.977,pop
Demi Lovato,Confident,3.4290833333333333,2015,D#,130.064,pop
Lemaitre,Closer,4.509816666666667,2017,D,91.977,pop
Selena Gomez,Same Old Love,3.818,2015,B,98.02,pop
Pia Mia,Do It Again,3.4624333333333333,2015,G#,95.95,pop
Flo Rida,My House,3.2031666666666667,2015,G,94.006,hip hop
Silentó,Watch Me (Whip / Nae Nae),3.0855166666666665,2015,G#,139.982,hip hop
Chris Brown,Ayo,3.7537666666666665,2015,F#,98.031,hip hop
The Strumbellas,Spirits,3.394216666666667,2016,C,80.529,rock
Fetty Wap,Trap Queen,3.70155,2015,G,148.075,hip hop
Tove Lo,Talking Body,3.9737666666666667,2014,E,119.999,pop
Beyoncé,7/11,3.5584333333333333,2014,A,136.024,pop
Lana Del Rey,High By The Beach,4.292883333333333,2015,B,131.988,pop
Zara Larsson,Never Forget You,3.5571166666666665,2017,B,145.992,pop
Jeremih,oui,3.972,2015,F,78.521,hip hop
Drake,Hotline Bling,4.4511,2016,D,134.966,hip hop
Selena Gomez,Kill Em With Kindness,3.6317666666666666,2015,A#,120.012,pop
Birdy,Let It All Go,4.679283333333333,2015,A#,107.005,pop
Fetty Wap,679 (feat. Remy Boyz),3.278216666666667,2015,G,190.05,hip hop
Ariana Grande,Love Me Harder,3.93555,2014,C#,98.992,pop
The Weeknd,Can't Feel My Face,3.558666666666667,2015,A,107.949,pop
SAYGRACE,You Don't Own Me (feat. G-Eazy),3.3219,2015,G,186.394,pop
X Ambassadors,Renegades,3.2533333333333334,2015,D,90.052,hip hop
R. City,Locked Away (feat. Adam Levine),3.791333333333333,2015,C#,118.413,pop
Kygo,Stole the Show,3.7197666666666667,2016,G#,100.034,pop
Tame Impala,The Less I Know The Better,3.6053333333333333,2015,E,116.879,metal
Selena Gomez,Good For You,3.6926666666666668,2015,F,88.928,pop
Fetty Wap,My Way (feat. Monty),3.550883333333333,2015,F#,128.077,hip hop
Hozier,Take Me To Church,4.028133333333333,2014,E,128.945,Others
Taylor Swift,Style,3.85,2014,G,94.933,pop
Alessia Cara,Here,3.3242166666666666,2015,C,120.892,pop
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",4.649783333333334,2015,F,81.418,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),3.2222166666666667,2015,C,108.061,hip hop
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),3.7328833333333336,2015,B,77.521,hip hop
Big Sean,I Don't Fuck With You,4.739766666666666,2015,C#,97.972,hip hop
Kygo,Firestone,4.527333333333333,2016,B,113.927,pop
Drake,Jumpman,3.4313166666666666,2015,C#,142.079,hip hop
Petit Biscuit,Sunset Lover,3.9632,2015,F#,90.838,Dance/Electronic
Shawn Mendes,Stitches,3.448,2015,C#,149.882,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",3.737633333333333,2015,A,118.004,hip hop
Selena Gomez,The Heart Wants What It Wants,3.78955,2014,G,83.066,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),4.1714166666666666,2015,E,139.432,pop
Ellie Goulding,On My Mind,3.5574166666666667,2015,D,154.943,pop
Bryson Tiller,Don't,3.304883333333333,2015,B,96.991,hip hop
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",2.9445666666666668,2015,F#,163.993,hip hop
Joel Adams,Please Don't Go,3.5096666666666665,2015,E,84.264,R&B
Zedd,I Want You To Know,3.98,2015,A,130.003,hip hop
Jonas Blue,Fast Car,3.5404,2015,A,113.945,pop
BØRNS,Electric Love,3.636216666666667,2015,F#,120.063,rock
Sigala,Easy Love,3.830216666666667,2018,A,123.976,pop
Justin Bieber,Sorry,3.346433333333333,2015,C,99.945,pop
Ariana Grande,One Last Time,3.2877666666666667,2014,G#,125.026,pop
Little Mix,Black Magic,3.52955,2015,E,111.987,pop
One Direction,Perfect,3.8388833333333334,2015,D,99.933,pop
Years & Years,Shine,4.2584333333333335,2015,C#,108.002,pop
Meghan Trainor,Lips Are Movin,3.0444333333333335,2015,G,139.091,pop
Nicky Jam,El Perdón - Forgiveness,3.4444333333333335,2017,G#,90.013,latin
The Weeknd,Starboy,3.840883333333333,2016,G,186.054,pop
Drake,One Dance,2.899766666666667,2016,C#,103.967,hip hop
Justin Bieber,Love Yourself,3.8953333333333333,2015,E,100.418,pop
The Chainsmokers,Closer,4.082666666666666,2016,G#,95.01,pop
Adele,Hello,4.925033333333333,2015,F,157.98,pop
Desiigner,Panda,4.112683333333333,2016,A#,144.833,hip hop
Burak Yeter,Tuesday (feat. Danelle Sandoval),4.031233333333334,2016,A,99.002,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),3.7468833333333333,2016,F#,89.972,pop
OneRepublic,Wherever I Go,2.82955,2016,A#,99.961,pop
Rihanna,Work,3.6553333333333335,2016,B,91.974,hip hop
Coldplay,Hymn for the Weekend,4.304433333333333,2015,C,90.027,rock
Justin Bieber,Sorry,3.346433333333333,2015,C,99.945,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",3.93335,2016,C,113.03,pop
WILLOW,Wait a Minute!,3.275333333333333,2015,D#,101.003,pop
Desiigner,Tiimmy Turner,3.99755,2016,F#,122.803,hip hop
G-Eazy,"Me, Myself & I",4.1911,2015,C,111.995,hip hop
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),3.4545333333333335,2016,A,110.169,hip hop
Astrid S,Hurts So Good,3.4788,2016,G,120.036,rock
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4.058166666666667,2016,A,169.021,hip hop
Twenty One Pilots,Heathens,3.2653333333333334,2016,E,90.024,rock
Future,Low Life (feat. The Weeknd),5.225766666666667,2016,G#,143.961,hip hop
Galantis,No Money,3.1521,2016,F#,126.01,pop
The Chainsmokers,Don't Let Me Down,3.4728833333333333,2016,B,159.803,pop
Tinie Tempah,Girls Like (feat. Zara Larsson),3.2666666666666666,2016,C,120.028,hip hop
Alok,Hear Me Now,3.2141,2016,B,121.996,pop
Jon Bellion,All Time Low,3.626716666666667,2016,C,90.246,hip hop
Cheat Codes,Sex,3.806016666666667,2016,C,102.42,pop
Meghan Trainor,NO,3.5584333333333333,2017,C#,92.134,pop
Dua Lipa,Hotter Than Hell,3.132616666666667,2017,D#,110.127,pop
Martin Garrix,In the Name of Love,3.2617666666666665,2016,E,133.99,pop
Alan Walker,Faded,3.5351,2018,F#,179.642,Dance/Electronic
Tove Lo,Cool Girl,3.2969166666666667,2016,A,101.983,pop
DJ Snake,Let Me Love You,3.4324333333333334,2016,G#,99.988,hip hop
Calvin Harris,This Is What You Came For (feat. Rihanna),3.7026666666666666,2016,A,123.962,hip hop
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,3.2988833333333334,2016,G,101.969,hip hop
Kevin Gates,2 Phones,4.0,2016,G,121.918,hip hop
Rihanna,Needed Me,3.1933333333333334,2016,F,110.898,hip hop
Ariana Grande,Side To Side,3.7693333333333334,2016,F#,159.145,pop
Marshmello,Alone,4.563366666666667,2016,D,141.99,pop
Shawn Mendes,I Know What You Did Last Summer,3.7308833333333333,2015,A,113.939,pop
Selena Gomez,Same Old Love,3.818,2015,B,98.02,pop
Calvin Harris,My Way,3.65265,2016,E,119.986,hip hop
Fitz and The Tantrums,HandClap,3.2208833333333335,2016,G#,139.956,pop
Twenty One Pilots,Ride,3.5751,2015,F#,74.989,rock
Flo Rida,My House,3.2031666666666667,2015,G,94.006,hip hop
Ariana Grande,Dangerous Woman,3.9324333333333334,2016,G,134.052,pop
Anne-Marie,Alarm,3.42655,2016,C,146.928,pop
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),3.628433333333333,2016,C#,100.017,pop
AlunaGeorge,I'm In Control,3.4904166666666665,2016,B,104.013,pop
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),3.3282166666666666,2016,G#,91.03,pop
MNEK,Never Forget You,3.5571166666666665,2015,B,145.992,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),3.0569,2016,F,90.037,pop
Drake,Hotline Bling,4.4511,2016,D,134.96,hip hop
Ariana Grande,Into You,4.074216666666667,2016,A,107.853,pop
Shawn Mendes,Treat You Better,3.1328833333333335,2017,A#,82.695,pop
Tory Lanez,Say It,3.9631,2016,B,107.331,hip hop
Coldplay,Adventure of a Lifetime,4.396433333333333,2015,G,111.995,rock
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,3.25935,2016,C,121.969,pop
SAYGRACE,You Don't Own Me (feat. G-Eazy),3.358216666666667,2016,G,186.249,pop
X Ambassadors,Renegades,3.2533333333333334,2015,D,90.052,hip hop
DNCE,Cake By The Ocean,3.652433333333333,2016,E,119.002,pop
99 Souls,The Girl Is Mine,3.6102166666666666,2016,A,118.991,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),4.2648166666666665,2016,F#,191.863,hip hop
Kiiara,Gold,3.7647,2015,G#,113.049,rock
Kygo,Stole the Show,3.71355,2016,G#,99.886,pop
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),3.574666666666667,2016,G#,105.017,pop
Drake,Pop Style,3.5491,2016,G,133.053,hip hop
ZAYN,PILLOWTALK,3.3947666666666665,2016,B,124.909,pop
Alessia Cara,Here,3.3242166666666666,2016,C,120.493,pop
DJ Snake,Middle,3.6762166666666665,2016,A,104.981,hip hop
Sigala,Sweet Lovin' - Radio Edit,3.36915,2015,A#,124.977,pop
Drake,Jumpman,3.4313166666666666,2015,C#,142.079,hip hop
Charlie Puth,Dangerously,3.3188833333333334,2016,D,112.291,pop
Nick Jonas,Close,3.90355,2016,F#,123.996,pop
Jonas Blue,Perfect Strangers,3.276883333333333,2016,C#,117.986,pop
Major Lazer,Cold Water (feat. Justin Bieber & MØ),3.089183333333333,2016,F#,92.943,hip hop
The Chainsmokers,Roses,3.778966666666667,2015,E,100.001,pop
Tory Lanez,LUV,3.8106666666666666,2016,B,95.109,hip hop
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",3.5902166666666666,2016,G,162.958,pop
Bryson Tiller,Don't,3.304883333333333,2015,B,96.991,hip hop
Steve Aoki,Just Hold On,3.3129,2016,B,114.991,hip hop
Clean Bandit,Tears (feat. Louisa Johnson),3.765233333333333,2016,F,130.037,pop
Jonas Blue,Fast Car,3.5404,2015,A,113.901,pop
Flume,Never Be Like You,3.88895,2016,C,116.838,Dance/Electronic
Bastille,Good Grief,3.44155,2016,C#,120.041,pop
Sia,The Greatest (feat. Kendrick Lamar),3.5037666666666665,2016,C#,191.944,pop
PARTYNEXTDOOR,Not Nice,3.377683333333333,2016,C,128.06,hip hop
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",4.183883333333333,2016,F#,92.6,hip hop
Hilltop Hoods,1955,3.988,2016,B,84.044,hip hop
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),3.50955,2016,C,95.04,pop
Daya,"Sit Still, Look Pretty",3.37035,2016,D,181.994,rock
Kent Jones,Don't Mind,3.303933333333333,2016,G#,158.777,hip hop
Flume,Say It,4.37535,2016,D#,75.255,Dance/Electronic
Bryson Tiller,Exchange,3.24355,2015,F#,160.108,hip hop
MØ,Final Song,3.9304333333333332,2016,C#,104.988,pop
Beyoncé,Sorry,3.876,2016,D,129.988,pop
Little Mix,Shout Out to My Ex,4.104,2017,F,126.014,pop
The Lumineers,Ophelia,2.668283333333333,2016,F,76.026,pop
Frank Ocean,Pink + White,3.075266666666667,2016,A,159.738,hip hop
Drake,Too Good,4.38955,2016,G,117.996,hip hop
Ed Sheeran,Shape of You,3.8952,2017,C#,95.977,pop
Sean Paul,No Lie,3.6862666666666666,2018,G,102.04,hip hop
Luis Fonsi,Despacito (Featuring Daddy Yankee),3.8033333333333332,2017,D,177.833,pop
Sam Smith,Too Good At Goodbyes,3.35,2017,F,91.873,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),4.1848,2016,A,101.965,pop
Camila Cabello,Havana (feat. Young Thug),3.6149333333333336,2017,G,104.992,pop
Imagine Dragons,Thunder,3.1191,2017,C,167.88,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),3.571083333333333,2018,G,100.047,pop
The Chainsmokers,Something Just Like This,4.1193333333333335,2017,B,103.019,pop
Ed Sheeran,Perfect,4.39,2017,G#,95.05,pop
MGMT,Little Dark Age,4.999333333333333,2018,F#,97.512,rock
Travis Scott,goosebumps,4.063933333333333,2016,G,130.049,hip hop
Billie Eilish,Bored,3.01555,2017,G,119.959,pop
Future,Mask Off,3.41,2017,D,150.062,hip hop
G-Eazy,Him & I,4.4811,2017,D,87.908,hip hop
Maroon 5,Cold (feat. Future),3.905133333333333,2017,A,99.905,pop
Rae Sremmurd,Swang,3.4686666666666666,2016,G#,139.992,hip hop
Lil Peep,Save That Shit,3.8591,2017,D,105.997,hip hop
A$AP Ferg,Plain Jane,2.8933333333333335,2017,B,170.142,hip hop
French Montana,Unforgettable,3.89835,2017,F#,97.985,hip hop
21 Savage,Bank Account,3.6717666666666666,2017,G#,75.016,hip hop
Axwell /\ Ingrosso,More Than You Know,3.3833333333333333,2017,F,123.07,pop
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,3.9833333333333334,2017,B,180.042,pop
J Balvin,Mi Gente,3.1504833333333333,2017,B,104.237,latin
Jax Jones,You Don't Know Me - Radio Edit,3.5657666666666668,2016,B,124.007,hip hop
Rae Sremmurd,Black Beatles,4.864883333333333,2016,C,145.926,hip hop
Zara Larsson,Ain't My Fault,3.733833333333333,2017,F#,141.153,pop
Travis Scott,BUTTERFLY EFFECT,3.17795,2017,B,140.987,hip hop
Ayo & Teo,Rolex,3.9764333333333335,2017,C#,144.946,hip hop
Lil Uzi Vert,XO Tour Llif3,3.0451,2017,B,155.096,hip hop
Imagine Dragons,Whatever It Takes,3.354,2017,A#,134.945,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2.9530666666666665,2016,F#,108.034,hip hop
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),3.6068,2017,C#,98.064,hip hop
G-Eazy,No Limit,4.089766666666667,2017,C#,175.957,hip hop
Playboi Carti,Magnolia,3.0302,2017,B,162.991,hip hop
Chord Overstreet,Hold On,3.314216666666667,2017,D,119.949,pop
Jax Jones,Breathe,3.4604833333333334,2017,B,125.985,hip hop
Imagine Dragons,Believer,3.4057666666666666,2017,A#,124.982,rock
Natti Natasha,Criminal,3.8758166666666667,2017,D,79.997,pop
Kendrick Lamar,HUMBLE.,2.95,2017,C#,150.018,hip hop
Selena Gomez,Fetish (feat. Gucci Mane),3.1018666666666665,2017,D,123.013,pop
Charlie Puth,Attention,3.524583333333333,2017,D#,100.041,pop
Big Shaq,Man's Not Hot,3.100433333333333,2017,C,135.048,pop
Anne-Marie,Ciao Adios,3.3350666666666666,2017,E,106.083,pop
Rag'n'Bone Man,Human,3.3364333333333334,2017,A,75.087,R&B
blackbear,do re mi,3.5337833333333335,2017,G#,111.002,hip hop
Lil Pump,Gucci Gang,2.0675833333333333,2017,F,119.889,hip hop
Taylor Swift,Look What You Made Me Do,3.530883333333333,2017,A,128.07,pop
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),3.461333333333333,2017,C,91.011,pop
Kodak Black,Tunnel Vision,4.469766666666667,2017,B,171.853,hip hop
Kendrick Lamar,DNA.,3.0991,2017,C,139.928,hip hop
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),3.487816666666667,2017,F,129.014,hip hop
XXXTENTACION,Jocelyn Flores,1.98555,2017,C,134.021,hip hop
Migos,Bad and Boujee (feat. Lil Uzi Vert),5.719166666666666,2017,B,127.079,hip hop
Yo Gotti,Rake It Up (feat. Nicki Minaj),4.60555,2017,C#,149.953,hip hop
Martin Garrix,Scared to Be Lonely,3.6813833333333332,2017,C#,137.972,pop
Jonas Blue,Mama,3.0269,2017,B,104.016,pop
Martin Jensen,Solo Dance,2.91555,2016,F#,114.965,pop
Taylor Swift,...Ready For It?,3.4697666666666667,2017,D,160.015,pop
David Guetta,2U (feat. Justin Bieber),3.248266666666667,2017,G#,144.937,hip hop
Migos,Slippery (feat. Gucci Mane),5.06735,2017,C#,141.967,hip hop
Shawn Mendes,There's Nothing Holdin' Me Back,3.324,2017,D,121.996,pop
G-Eazy,Good Life (with G-Eazy & Kehlani),3.7586666666666666,2017,C#,168.073,hip hop
The Vamps,All Night,3.294,2017,G#,144.992,pop
Dua Lipa,New Rules,3.533333333333333,2017,A,116.01,pop
Cardi B,Bodak Yellow,3.7327,2017,B,125.022,hip hop
Rag'n'Bone Man,Skin,3.9937666666666667,2017,C,170.661,R&B
Zara Larsson,I Would Like,3.7786666666666666,2017,D,121.028,pop
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),3.4028833333333335,2017,C,97.979,hip hop
Post Malone,Congratulations,3.67155,2016,F#,123.146,hip hop
Avicii,Without You (feat. Sandro Cavazza),3.0278666666666667,2017,D,133.993,pop
Clean Bandit,Symphony (feat. Zara Larsson),3.5811,2017,C,122.95,pop
Katy Perry,Chained To The Rhythm,3.9622166666666665,2017,C,95.029,pop
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),2.4040666666666666,2016,C#,160.517,Others
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3.72355,2017,B,101.018,hip hop
Migos,T-Shirt,4.040116666666667,2017,A#,139.023,hip hop
OneRepublic,Rich Love (with Seeb),3.3542666666666667,2017,C#,104.592,pop
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,3.2268833333333333,2017,G,121.03,rock
Macklemore,Glorious (feat. Skylar Grey),3.6742333333333335,2017,C,139.994,hip hop
Hayden James,NUMB,3.6216,2019,A#,147.932,pop
Liam Payne,Strip That Down,3.4083666666666668,2017,F#,106.028,pop
Drake,Passionfruit,4.982333333333333,2017,B,111.98,hip hop
Justin Bieber,Friends (with BloodPop®),3.157766666666667,2017,G#,104.99,pop
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4.086666666666667,2016,C,117.973,pop
Alessia Cara,Scars To Your Beautiful,3.8371,2016,C,194.169,pop
2 Chainz,It's A Vibe,3.5033333333333334,2017,G,73.003,hip hop
Starley,Call on Me - Ryan Riback Remix,3.7006666666666668,2016,C,105.0,pop
AJR,Weak,3.3526666666666665,2017,F,123.98,rock
Lana Del Rey,Lust for Life (with The Weeknd),4.400183333333334,2017,C,99.979,pop
CNCO,Reggaetón Lento (Remix),3.1464333333333334,2017,E,93.984,pop
The Vamps,Middle Of The Night,2.91,2017,B,130.093,pop
The Weeknd,I Feel It Coming,4.486433333333333,2016,C,92.987,pop
The Chainsmokers,Paris,3.6917666666666666,2017,D,99.99,pop
Big Sean,Bounce Back,3.706,2017,C#,81.502,hip hop
Shawn Mendes,Mercy,3.4788833333333335,2017,E,148.127,pop
Avicii,Lonely Together (feat. Rita Ora),3.0302,2017,F,102.977,pop
Cheat Codes,No Promises (feat. Demi Lovato),3.72505,2017,A#,112.956,pop
Bruno Mars,24K Magic,3.766383333333333,2016,C#,106.97,pop
Lorde,Homemade Dynamite - REMIX,3.5709,2017,C,106.996,pop
Kygo,It Ain't Me (with Selena Gomez),3.679666666666667,2017,C,99.968,pop
Drake,God's Plan,3.3162166666666666,2018,G,77.169,hip hop
Post Malone,rockstar (feat. 21 Savage),3.6357666666666666,2018,F,159.801,hip hop
Offset,Ric Flair Drip (with Metro Boomin),2.88,2017,A,100.007,hip hop
G-Eazy,Him & I (with Halsey),4.4811,2017,D,87.908,hip hop
Dynoro,In My Mind,3.076,2018,F#,125.905,pop
Juice WRLD,Lucid Dreams,3.99725,2018,F#,83.903,hip hop
Zedd,The Middle,3.078866666666667,2018,G,107.01,hip hop
Marshmello,FRIENDS,3.377,2018,A,95.079,pop
Cardi B,I Like It,4.223166666666667,2018,F,136.048,hip hop
XXXTENTACION,Moonlight,2.2515,2018,A,128.009,hip hop
Ariana Grande,no tears left to cry,3.432,2018,A,121.993,pop
Sheck Wes,Mo Bamba,3.0651,2018,E,146.034,hip hop
Calvin Harris,One Kiss (with Dua Lipa),3.580766666666667,2018,A,123.994,hip hop
Tyga,Taste (feat. Offset),3.88265,2018,C,97.994,hip hop
Travis Scott,SICKO MODE,5.213666666666667,2018,G#,155.008,hip hop
Imagine Dragons,Natural,3.157766666666667,2018,D,100.0,rock
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",3.5416666666666665,2018,G#,95.881,hip hop
Marshmello,Spotlight,2.96,2018,G,150.06,pop
The Weeknd,Pray For Me (with Kendrick Lamar),3.524,2018,D,100.584,pop
Billie Eilish,lovely (with Khalid),3.3364166666666666,2018,E,115.284,pop
Migos,Walk It Talk It,4.60245,2018,D,145.914,hip hop
Clean Bandit,Solo (feat. Demi Lovato),3.7108833333333333,2018,B,105.005,pop
Drake,Nonstop,3.9769,2018,G,154.983,hip hop
6ix9ine,FEFE,2.990066666666667,2018,C#,125.978,hip hop
The Weeknd,Call Out My Name,3.806216666666667,2018,C#,134.17,pop
Nio Garcia,Te Boté - Remix,6.965333333333334,2018,B,96.507,latin
Migos,MotorSport,5.051266666666667,2018,D,137.996,hip hop
Nicky Jam,X,2.8809,2019,A,179.968,latin
XXXTENTACION,SAD!,2.77675,2018,G#,75.023,hip hop
Becky G,Sin Pijama,3.1426666666666665,2018,B,94.014,pop
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",3.3800666666666666,2017,D#,82.034,hip hop
6ix9ine,GUMMO,2.6273833333333334,2018,D,157.036,hip hop
Jax Jones,Breathe,3.4604833333333334,2017,B,125.985,hip hop
The Chainsmokers,Sick Boy,3.22,2018,B,89.996,pop
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",3.8278333333333334,2018,C#,137.133,hip hop
Rich The Kid,Plug Walk,2.9204833333333333,2018,B,94.981,hip hop
Kendrick Lamar,All The Stars (with SZA),3.8697666666666666,2018,G#,96.924,hip hop
Logic,Everyday,3.4124333333333334,2018,C#,149.908,hip hop
Jason Derulo,Tip Toe (feat. French Montana),3.12535,2017,A#,98.062,hip hop
Ariana Grande,God is a woman,3.2924333333333333,2018,C#,145.031,pop
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,5.538333333333333,2018,C#,173.948,hip hop
EO,German,2.8470833333333334,2018,G#,103.019,Others
Dennis Lloyd,Nevermind,2.61,2017,F,99.977,pop
girl in red,we fell in love in october,3.0692166666666667,2018,G,129.959,pop
